COUNTRY,MA_ID,NAME,LON,LAT,DESIG,LEGAL,DESIG_TYPE,DOMAIN,STATUS,DATE_ESTAB,AREA_R_HA,MARIE_R_H,MGT_PLAN,IUCN_CAT,INTL_CONV,STATE_PROV,ZONES,NO_TAKE,NO_TK_R_HA,MGT_MODEL,MGT_EFF,SOURCE,NOTES,CONSENT,CTMPAS_CAT,VALIDATED,VALIDATED_BY,VALIDATED_ON,HAS_POLY
"Indonesia","1004000","Pulau Sabuda dan Pulau Tataruga Marine Wildlife Reserve","131.61103800","-2.63126600","Marine Wildlife Reserve","Menteri Kehutanan No. 82/Kpts-II/1993,Tgl. 16-02-1993","National","Marine","Designated","1993-02-16",5000.00,0.00,"Unknown","IV","No","West Papua","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1003900","Taman Wisata Alam Pulau Sangiang","105.85040880","-5.95705002","National Marine Protected Area","KEP MENHUT NOMOR 698/KPTS-II/91","National","Marine","Designated","1991-01-12",720.00,720.00,"Yes","Unknown","No","Banten","Yes","Part",,"EVIKA","Unrated","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1003800","Pulau Samama Sangalaki Marine Nature Recreational Park","118.33722600","2.14893600","Marine Nature Recreational Park","Menteri Pertanian No.604/Kpts/Um/8/1982; Tgl 19-08-1982","National","Marine","Designated","1982-08-19",280.00,0.00,"Unknown","V","No","East Kalimantan","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1003700","Pulau Marsegu Marine Nature Recreational Park","128.06748200","-3.02881900","Marine Nature Recreational Park","Menteri Hutbun No. 114/Kpts-II/1999; Tgl. 5-03-1999","National","Marine","Designated","1999-03-05",11000.00,0.00,"Unknown","V","No","Maluku","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1003600","Kepulauan Banyak Marine Nature Recreational Park","97.29742800","2.11457600","Marine Nature Recreational Park","Menteri Kehutanan No. 596/Kpts-II/1996; Tgl 16-9-1996","National","Marine","Designated","1996-09-16",227500.00,0.00,"Unknown","V","No","Nanggroe Aceh Darussalam","No","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","","","True"
"Indonesia","1003400","Karimun Jawa Marine National Park","110.30852820","-5.79709952","National Marine Protected Area","KEP MENHUT NOMOR 74/KPTS-II/2001","National","Marine-Terrestrial","Designated","2001-01-12",110117.30,0.00,"Yes","Unknown","No","Jawa Tengah","Yes","Part",,"Unknown","Unrated","MoEF","","Yes","Category 2","False","IDNMPA","","True"
"Indonesia","1003300","Pulau Pieh Marine Tourism Park","100.10562900","-0.93206600","Marine Nature Recreational Park","KEPMENKP No. KEP.70/MEN/2009","National","Marine","Designated","2009-09-03",39900.00,0.00,"Yes","V","No","West Sumatra","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","True","idnmpa","","True"
"Indonesia","1003200","Kota Batam District Marine Conservation Area","104.19444700","0.50284900","District Marine Conservation Area","SK Walikota Batam No. Kpts 14/HK/VI/2007; Tgl 4 Juni 2007","Provincial","Marine","Designated","2007-06-04",66867.00,0.00,"Drafted","VI","No","Riau","Yes","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1003100","Biak Numfor Marine Conservation Area","136.30318700","-1.17823200","Province Marine Conservation Area","Regency Decree Number 231 Tahun 2015 date 30 October 2015","Provincial","Marine","Designated","2009-04-17",46983.62,0.00,"Yes","VI","No","Papua","","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1003000","Bintan Marine Conservation Area","107.16666800","0.87618200","Province Marine Conservation Area","Regent Decree of Bintan No. 261/VIII/2007 date 23 Agustus 2007","Local","Marine","Designated","2007-08-23",472905.00,0.00,"Yes","VI","No","Riau","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002900","Pangandaran Marine Conservation Area","108.54783100","-7.70037300","Province Marine Conservation Area","Regent Decree No 15 Tahun 2008","Provincial","Marine","Designated","2008-01-01",29823.99,0.00,"Drafted","VI","No","West Java","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002800","Kawasan Konservasi Kaur","103.30559930","-4.77803223","Province Marine Protected Area","PERDA PROVINSI BENGKULU NOMOR 5 TAHUN 2019","Provincial","Marine","Proposed","2019-01-12",29839.81,29839.81,"No","Unknown","No","Bengkulu","No","",,"","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002700","North Nias Marine Conservation Area","97.23399400","1.43091300","Province Marine Conservation Area","Ministerial Decree No. 54/KEPMEN-KP/2017","Provincial","Marine","Designated","2007-01-01",29230.80,0.00,"Yes","VI","No","North Sumatra","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1002600","Simeulue District Marine Conservation Area","96.28124600","2.63859700","Province Marine Conservation Area","Governor Decree of Aceh Number 523/1297/2018 date 26 November 2018","Provincial","Marine","Designated","2018-11-26",69053.78,0.00,"Drafted","VI","No","Nanggroe Aceh Darussalam","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002500","Tapanuli Tengah Marine Conservation Area","98.63030700","1.62852300","Province Marine Conservation Area","Governor Decree of North Sumatera No 188.44/629/KPTS/2017 date 21 November 2017","Provincial","Marine","Designated","2017-11-21",81243.00,0.00,"Drafted","VI","No","North Sumatra","Unknown","Unknown",0.00,"EKKP3K","Unknown","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002400","Jorongmaligi Marine Conservation Area","99.44877000","0.09502300","Province Marine Conservation Area","Governor Decree of West Sumatera 523-6-150-2017 date 7 February 2017","Provincial","Marine","Designated","2017-02-07",6795.80,0.00,"Drafted","VI","No","West Sumatra","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002300","Mentawai Marine Conservation Area","99.28430600","-1.92459100","Province Marine Conservation Area","Ministerial Decree No. 22/KEPMEN-KP/2018","Provincial","Marine","Designated","2012-04-27",129566.00,0.00,"Yes","VI","UNESCO-MAB Biosphere Reserve (1981)","West Sumatra","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1002200","Natuna Marine Conservation Area","108.03392000","3.54811000","Province Marine Conservation Area"," Regent Decree No 378 tahun 2008 and No 304 Tahun 2011","Provincial","Marine","Designated","2007-09-05",152223.97,0.00,"Drafted","VI","No","Riau","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1002100","Pariaman Marine Conservation Area","100.07536000","-0.60345900","Province Marine Conservation Area","Governor Decree of West Sumatera 523-6-150-2017 date 7 February 2017","Provincial","Marine","Designated","2017-02-07",11525.89,0.00,"Yes","VI","No","West Sumatra","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1002000","Pesisir Selatan Marine Conservation Area","100.53648500","-1.55398700","Province Marine Conservation Area","Governor Decree of West Sumatera 523-6-150-2017 date 7 February 2017","Provincial","Marine","Designated","2003-05-19",733.00,0.00,"Unknown","V","No","West Sumatra","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1001900","Pangumbahan, Kec Ciracap, kab Sukabumi District Marine Conservation Area","106.36430500","-7.35136200","Province Marine Conservation Area","Keputusan Menteri Kelautan dan Perikanan Nomor 5/KEPMEN-KP/2016","Provincial","Marine","Designated","2016-02-06",2706.09,0.00,"Yes","VI","No","West Java","Yes","Part",0.00,"E-KKP3K","Strengthened","MMAF & MoF","","Yes","Category 3","False","idnmpa","","True"
"Indonesia","1001800","Gili Banta Marine Conservation Area","119.29903000","-8.43041400","Province Marine Conservation Area","Governor Decree of NTB Number 523 - 640 Tahun 2018 date 3 August 2018","Provincial","Marine","Designated","2018-08-03",40500.00,0.00,"Yes","VI","No","West Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1001700","Bengkayang (P. Randayan) Marine Conservation Area","108.75124900","0.76215300","Province Marine Conservation Area","Governor Decree West Kalimantan Nomor 193/DKP/2017 date 21 February 2017","Provincial","Marine","Designated","2017-02-21",149079.00,0.00,"Unknown","VI","No","West Kalimantan","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1001600","Pulau Biawak Marine Conservation Area","108.44938700","-5.94416600","Province Marine Conservation Area","No.556/Kep.528 Diskanla /2004; Tgl.7-4-2004","Local","Marine","Designated","2004-09-16",720.00,0.00,"Unknown","V","No","West Java","Unknown","Unknown",0.00,"EKKP3K","Established","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1001500","Kab Lampung Barat District Marine Conservation Area","104.14976100","-5.49353500","District Marine Conservation Area","SK Bupati B/206/KPTS/II.12/2012","Local","Marine","Designated","2007-12-27",15459.68,0.00,"Unknown","VI","No","Lampung","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1001400","Selat Tiworo Marine Conservation Area","122.34471100","-4.65155800","Province Marine Conservation Area","No.157 Tahun 2004 Tgl.3-5-2004","Local","Marine","Designated","2004-05-03",27936.00,0.00,"Yes","VI","No","Southeast Sulawesi","Yes","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1001300","Serdang Bedagai Marine Conservation Area","99.49764100","3.77555700","Province Marine Conservation Area","Governor Decree North Sumatera NO 188.44/629/KPTS/2017 tanggal 21 November 2017","Provincial","Marine","Designated","2004-04-08",1240.35,0.00,"Unknown","VI","No","North Sumatra","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1001200","Derawan Marine Conservation Area","118.43768300","1.89430700","Province Marine Conservation Area","Ministerial Decree No. 87/KEPMEN-KP/2016","Local","Marine","Designated","2004-03-25",285584.95,0.00,"Unknown","VI","No","East Kalimantan","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1001100","Olele Beach Marine Conservation Area","123.15164500","0.40819000","Province Marine Conservation Area","Governor Decree of Gorontalo Number 141/24/IV/2019","Provincial","Marine","Designated","2006-11-06",490.49,0.00,"Unknown","VI","No","Gorontalo","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1001000","SAP Waigeo Sebelah Barat","130.04375100","0.19498600","Marine Wildlife Reserve","Kep MenKP Nomor 65/Men/2009  date 3 September 2009","National","Marine","Designated","2009-09-03",271630.00,0.00,"Yes","IV","No","West Papua","Yes","Unknown",0.00,"Unknown","Unknown","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1000900","Kaimana Marine Conservation Area","133.85375700","-3.75431300","Province Marine Conservation Area","Ministerial Decree No. 25/KEPMEN-KP/2019","Provincial","Marine","Designated","2019-01-01",499804.13,0.00,"Yes","VI","No","West Papua","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1000800","Gili Balu MPA","116.96348200","-8.42685400","Province Marine Conservation Area","Governor Decree NTB Nomor 523 - 640 Tahun 2018 fate 3 August 2018","Provincial","Marine","Designated","2018-08-03",6005.20,0.00,"Yes","Ia","No","West Nusa Tenggara","Yes","Unknown",0.00,"EKKP3K","Strengthened","MMAF & MoF","","Yes","Category 2","False","idnmpa","","True"
"Indonesia","1000700","Pulau Pombo Marine Nature Recreational Park","128.59614500","-3.65693000","Marine Nature Recreational Park","Menteri Kehutanan No. 392/Kpts-VI/1996; Tgl 30-07-1996","National","Marine","Designated","1996-07-30",998.00,0.00,"Unknown","V","No","Maluku","Unknown","Unknown",0.00,"Unknown","Unknown","WDPA","","Yes","Category 1","False","","","True"
"Indonesia","1000600","Pulau Kasa Marine Nature Recreational Park","128.13196000","-3.30852600","Marine Nature Recreational Park","Menteri Pertanian No. 653/Kpts/Um/10/1978; Tgl. 25-10-1978","National","Marine","Designated","1978-10-25",1100.00,0.00,"Unknown","V","No","Maluku","Unknown","Unknown",0.00,"Unknown","Unknown","WDPA","","Yes","Category 1","False","","","True"
"Indonesia","1000500","Pulau Pasi Gusung Selayar","120.38682000","-6.21033000","Province Marine Conservation Area","Governor Decree of South Sulawesi Number 3173/XII/2018 date 12 Desember 2018","Provincial","Marine","Designated","2018-12-12",5018.00,5018.00,"Yes","VI","No","South Sulawesi","Yes","Unknown",0.00,"EKKP3K","Unknown","MMAF & MoF","Two different areas, with x,y coordinates: 120.38682, -6.21033 (Pulau Selayar);  120.775002,-6.841666 (Pulau Kayu Adi)","Yes","Category 2","False","","","True"
"Indonesia","1000400","Sorong Selatan MPA","132.48436100","-0.32970800","Province Marine Conservation Area","Governor Decree of West Papua No 523/25/1/2019 date 25 Januari 2019","Local","Marine","Designated","2019-01-25",338323.00,0.00,"Unknown","Unknown","No","West Papua","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF (2010)","Boundaries digitized following point coordinates in the book '42 Indonesian Marine Protected Areas', MMAF (2010)","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1000300","Batang Gasan","99.97475000","-0.45647000","Province Marine Conservation Area ","SK Bupati Padang Pariaman No. 02 Kep/BPP-2010 alteration Gubernor Decree of West Sumatera Number 523-6-150-2017 tanggal 7 Februari 2017","Local","Marine","Designated","2010-02-01",684.00,0.00,"Drafted","Unknown","No","West Sumatra","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF (2010)","Boundaries digitized following point coordinates in the book '42 Indonesian Marine Protected Areas', MMAF (2010)","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1000200","Nias Selatan","98.21916700","-0.08093200","District Marine Conservation Area","Governor Decree of North Sumatera Number 188.44/629/KPTS/2017 dates 21 November 2017","Local","Marine","Designated","2009-12-05",56000.00,56000.00,"Unknown","VI","No","North Sumatra","Unknown","Unknown",0.00,"Unknown","Unknown","MMAF (2010)","Boundaries digitized following point coordinates in the book '42 Indonesian Marine Protected Areas', MMAF (2010)","Yes","Category 1","False","idnmpa","","True"
"Indonesia","1000100","Raja Ampat (Southeast Misool, Teluk Mayalibit, Selat Dampier, Ayau-Asia Island) District Marine Conservation Area","130.55215000","-2.06060300","District Marine Conservation Area","KEPMENKP NOMOR 13 TAHUN 2021","Local","Marine","Designated","2021-12-01",1348459.47,0.00,"Yes","Unknown","No","West Papua","Yes","Part",27378.16,"EVIKA","Institutionalized","MMAF","propose for category 3  4 ","Yes","Category 2","False","idnmpa","2024-10-10","True"
